INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,BANKNIFTY,27-Jul-2017,0,XX,24527.05,24718,24491.75,24686.2,24686.2,60435,594464.41,2101440,-166320,26-JUL-2017,
FUTIDX,BANKNIFTY,31-Aug-2017,0,XX,24624.95,24774,24575,24742.05,24742.05,23582,232551.98,1637360,429680,26-JUL-2017,
FUTIDX,BANKNIFTY,28-Sep-2017,0,XX,24670,24818.95,24615.45,24789.5,24789.5,402,3975.01,33840,4640,26-JUL-2017,
FUTIDX,DJIA,18-Aug-2017,0,XX,21560,21587.5,21550,21585,21585,48,310.51,15120,-420,26-JUL-2017,
FUTIDX,DJIA,15-Sep-2017,0,XX,0,0,0,19507.5,21810,0,0,0,0,26-JUL-2017,
FUTIDX,DJIA,18-Oct-2017,0,XX,0,0,0,21945,21937.5,0,0,0,0,26-JUL-2017,
FUTIDX,DJIA,15-Dec-2017,0,XX,0,0,0,21150,22162.5,0,0,0,0,26-JUL-2017,
FUTIDX,DJIA,16-Mar-2018,0,XX,0,0,0,22335,22520,0,0,0,0,26-JUL-2017,
FUTIDX,DJIA,15-Jun-2018,0,XX,0,0,0,22790,22882.5,0,0,0,0,26-JUL-2017,
FUTIDX,FTSE100,18-Aug-2017,0,XX,0,0,0,7629,7465,0,0,0,0,26-JUL-2017,
FUTIDX,FTSE100,15-Sep-2017,0,XX,0,0,0,7152,7502,0,0,0,0,26-JUL-2017,
FUTIDX,FTSE100,18-Oct-2017,0,XX,0,0,0,7550,7546,0,0,0,0,26-JUL-2017,
FUTIDX,FTSE100,15-Dec-2017,0,XX,0,0,0,7457,7623,0,0,0,0,26-JUL-2017,
FUTIDX,FTSE100,16-Mar-2018,0,XX,0,0,0,7912,7746,0,0,0,0,26-JUL-2017,
FUTIDX,FTSE100,15-Jun-2018,0,XX,0,0,0,7982,7871,0,0,0,0,26-JUL-2017,
FUTIDX,NIFTY,27-Jul-2017,0,XX,9975.25,10032,9964.2,10023.05,10023.05,126068,945527.53,12342150,-2199375,26-JUL-2017,
FUTIDX,NIFTY,31-Aug-2017,0,XX,10013.65,10074.05,10004.95,10065,10065,79146,596050.55,11505300,2952750,26-JUL-2017,
FUTIDX,NIFTY,28-Sep-2017,0,XX,10040.4,10104.65,10034.6,10092.55,10092.55,4079,30807.11,581475,178800,26-JUL-2017,
FUTIDX,NIFTYCPSE,27-Jul-2017,0,XX,0,0,0,2420,2404.5,0,0,1250,0,26-JUL-2017,
FUTIDX,NIFTYCPSE,31-Aug-2017,0,XX,0,0,0,2635.2,2419.35,0,0,0,0,26-JUL-2017,
FUTIDX,NIFTYCPSE,28-Sep-2017,0,XX,0,0,0,2371.45,2431.3,0,0,0,0,26-JUL-2017,
FUTIDX,NIFTYINFRA,27-Jul-2017,0,XX,0,0,0,3318.85,3391.8,0,0,0,0,26-JUL-2017,
FUTIDX,NIFTYINFRA,31-Aug-2017,0,XX,0,0,0,3264.05,3412.75,0,0,0,0,26-JUL-2017,
FUTIDX,NIFTYINFRA,28-Sep-2017,0,XX,0,0,0,3261.55,3429.6,0,0,0,0,26-JUL-2017,
FUTIDX,NIFTYIT,27-Jul-2017,0,XX,10806,10822,10744,10767,10767,194,1045.24,16400,-2050,26-JUL-2017,
FUTIDX,NIFTYIT,31-Aug-2017,0,XX,10840,10842,10801,10822,10822,110,594.99,13550,2650,26-JUL-2017,
FUTIDX,NIFTYIT,28-Sep-2017,0,XX,0,0,0,10292,10905,0,0,0,0,26-JUL-2017,
FUTIDX,NIFTYMID50,27-Jul-2017,0,XX,0,0,0,4683.3,4771.45,0,0,0,0,26-JUL-2017,
FUTIDX,NIFTYMID50,31-Aug-2017,0,XX,0,0,0,4493.65,4800.9,0,0,0,0,26-JUL-2017,
FUTIDX,NIFTYMID50,28-Sep-2017,0,XX,0,0,0,4573.1,4824.65,0,0,0,0,26-JUL-2017,
FUTIDX,NIFTYPSE,27-Jul-2017,0,XX,0,0,0,4261.55,3957.05,0,0,0,0,26-JUL-2017,
FUTIDX,NIFTYPSE,31-Aug-2017,0,XX,0,0,0,4094.1,3981.5,0,0,0,0,26-JUL-2017,
FUTIDX,NIFTYPSE,28-Sep-2017,0,XX,0,0,0,3825.45,4001.15,0,0,0,0,26-JUL-2017,
FUTIDX,S&P500,18-Aug-2017,0,XX,2470.25,2474,2470.25,2473.75,2473.75,72,445.15,820750,5500,26-JUL-2017,
FUTIDX,S&P500,15-Sep-2017,0,XX,0,0,0,2300,2499.5,0,0,0,0,26-JUL-2017,
FUTIDX,S&P500,18-Oct-2017,0,XX,0,0,0,2511.5,2514,0,0,0,0,26-JUL-2017,
FUTIDX,S&P500,15-Dec-2017,0,XX,0,0,0,2410,2540,0,0,0,0,26-JUL-2017,
FUTIDX,S&P500,16-Mar-2018,0,XX,0,0,0,2540.5,2581,0,0,0,0,26-JUL-2017,
FUTIDX,S&P500,15-Jun-2018,0,XX,0,0,0,2595.25,2622.5,0,0,0,0,26-JUL-2017,
FUTIVX,INDIAVIX,01-Aug-2017,0,XX,0,0,0,1104.75,1149.5,0,0,0,0,26-JUL-2017,
FUTIVX,INDIAVIX,08-Aug-2017,0,XX,0,0,0,1151.25,1180.5,0,0,0,0,26-JUL-2017,
FUTIVX,INDIAVIX,14-Aug-2017,0,XX,0,0,0,1100,1211,0,0,0,0,26-JUL-2017,
FUTSTK,ACC,27-Jul-2017,0,XX,1724.1,1732.7,1699.45,1707.25,1707.25,2290,15653.21,830800,-240000,26-JUL-2017,
FUTSTK,ACC,31-Aug-2017,0,XX,1730.3,1742,1709.75,1717.95,1717.95,1283,8822,570000,200400,26-JUL-2017,
FUTSTK,ACC,28-Sep-2017,0,XX,0,0,0,1741.4,1725.7,0,0,1600,0,26-JUL-2017,
FUTSTK,ADANIENT,27-Jul-2017,0,XX,139.35,142.3,139.35,140.95,140.95,2926,33028.92,10792000,-7768000,26-JUL-2017,
FUTSTK,ADANIENT,31-Aug-2017,0,XX,140,142.9,139.9,141.55,141.55,1848,20952.47,14232000,7528000,26-JUL-2017,
FUTSTK,ADANIENT,28-Sep-2017,0,XX,141.2,141.55,141.2,141.55,142.35,2,22.62,16000,16000,26-JUL-2017,
FUTSTK,ADANIPORTS,27-Jul-2017,0,XX,390.7,394.05,388.4,392.4,392.4,2612,25575.74,3940000,-1427500,26-JUL-2017,
FUTSTK,ADANIPORTS,31-Aug-2017,0,XX,392.75,395,389.85,393.35,393.35,1530,15022.2,3172500,1387500,26-JUL-2017,
FUTSTK,ADANIPORTS,28-Sep-2017,0,XX,393.65,394.45,393.65,394.2,397.5,4,39.41,80000,7500,26-JUL-2017,
FUTSTK,ADANIPOWER,27-Jul-2017,0,XX,33.65,35.2,33.35,35.05,35.05,5941,40651.45,35900000,-55220000,26-JUL-2017,
FUTSTK,ADANIPOWER,31-Aug-2017,0,XX,33.65,35.45,33.6,35.3,35.3,4690,32262.47,80560000,36780000,26-JUL-2017,
FUTSTK,ADANIPOWER,28-Sep-2017,0,XX,35.5,35.5,35.5,35.5,35.5,1,7.1,120000,20000,26-JUL-2017,
FUTSTK,AJANTPHARM,27-Jul-2017,0,XX,1455.8,1460.7,1435.1,1438.25,1438.25,652,3771.86,431200,-132400,26-JUL-2017,
FUTSTK,AJANTPHARM,31-Aug-2017,0,XX,1465,1467.8,1446,1449.25,1449.25,560,3260.98,306800,133600,26-JUL-2017,
FUTSTK,AJANTPHARM,28-Sep-2017,0,XX,0,0,0,1572.6,1452.25,0,0,0,0,26-JUL-2017,
FUTSTK,ALBK,27-Jul-2017,0,XX,76.6,77.3,75.4,76.15,76.15,2330,17810.12,8060000,-3990000,26-JUL-2017,
FUTSTK,ALBK,31-Aug-2017,0,XX,77.05,77.75,76,76.65,76.65,1035,7962.68,8460000,2300000,26-JUL-2017,
FUTSTK,ALBK,28-Sep-2017,0,XX,77.5,77.5,76.75,76.75,76.8,9,69.46,310000,30000,26-JUL-2017,
FUTSTK,AMARAJABAT,27-Jul-2017,0,XX,845.05,851.5,844.65,848.4,848.4,2016,10265.77,964200,-493200,26-JUL-2017,
FUTSTK,AMARAJABAT,31-Aug-2017,0,XX,845.75,852.6,845.75,849.4,849.4,1600,8150,983400,407400,26-JUL-2017,
FUTSTK,AMARAJABAT,28-Sep-2017,0,XX,855.1,855.1,855.1,855.1,855.1,1,5.13,1200,600,26-JUL-2017,
FUTSTK,AMBUJACEM,27-Jul-2017,0,XX,266.9,267.05,264,265.3,265.3,2380,15777.44,4812500,-2595000,26-JUL-2017,
FUTSTK,AMBUJACEM,31-Aug-2017,0,XX,266.4,266.4,263.9,265.4,265.4,1875,12426.99,6130000,2617500,26-JUL-2017,
FUTSTK,AMBUJACEM,28-Sep-2017,0,XX,0,0,0,269,267.9,0,0,27500,0,26-JUL-2017,
FUTSTK,ANDHRABANK,27-Jul-2017,0,XX,58.8,59.5,58.55,58.75,58.75,1542,9106.62,10610000,-4740000,26-JUL-2017,
FUTSTK,ANDHRABANK,31-Aug-2017,0,XX,59.25,59.9,58.95,59.15,59.15,818,4861.82,10420000,3300000,26-JUL-2017,
FUTSTK,ANDHRABANK,28-Sep-2017,0,XX,60.05,60.15,59.6,59.6,59.4,20,119.86,220000,180000,26-JUL-2017,
FUTSTK,APOLLOHOSP,27-Jul-2017,0,XX,1296.8,1308,1280.25,1288.9,1288.9,1272,8242.4,777000,-219500,26-JUL-2017,
FUTSTK,APOLLOHOSP,31-Aug-2017,0,XX,1301.5,1315.15,1288,1296.3,1296.3,989,6437.76,618000,212000,26-JUL-2017,
FUTSTK,APOLLOHOSP,28-Sep-2017,0,XX,0,0,0,1299.95,1307.4,0,0,0,0,26-JUL-2017,
FUTSTK,APOLLOTYRE,27-Jul-2017,0,XX,265.75,268.5,264.3,266.65,266.65,4634,37062.53,5556000,-3297000,26-JUL-2017,
FUTSTK,APOLLOTYRE,31-Aug-2017,0,XX,267.05,270.2,266.05,268.15,268.15,2309,18584.05,8625000,2517000,26-JUL-2017,
FUTSTK,APOLLOTYRE,28-Sep-2017,0,XX,269.95,270,269,269,269,5,40.43,9000,6000,26-JUL-2017,
FUTSTK,ARVIND,27-Jul-2017,0,XX,367.3,369.55,365.75,368.3,368.3,1613,11860.98,3506000,-870000,26-JUL-2017,
FUTSTK,ARVIND,31-Aug-2017,0,XX,369.3,371.8,368.5,370.8,370.8,1087,8045.25,2934000,1006000,26-JUL-2017,
FUTSTK,ARVIND,28-Sep-2017,0,XX,371.05,371.05,370.4,370.4,374.05,7,51.9,18000,-2000,26-JUL-2017,
FUTSTK,ASHOKLEY,27-Jul-2017,0,XX,105.45,106.3,104.85,106.05,106.05,3605,26695.44,23205000,-7602000,26-JUL-2017,
FUTSTK,ASHOKLEY,31-Aug-2017,0,XX,106.1,107,105.75,106.7,106.7,2091,15581.35,29932000,4459000,26-JUL-2017,
FUTSTK,ASHOKLEY,28-Sep-2017,0,XX,106.85,107.5,106.8,107.5,107.5,12,89.9,308000,35000,26-JUL-2017,
FUTSTK,ASIANPAINT,27-Jul-2017,0,XX,1135.55,1146.5,1128,1135.65,1135.65,5923,40331.56,1942800,-856200,26-JUL-2017,
FUTSTK,ASIANPAINT,31-Aug-2017,0,XX,1148,1152,1134.05,1142.5,1142.5,2613,17882.48,1315200,605400,26-JUL-2017,
FUTSTK,ASIANPAINT,28-Sep-2017,0,XX,1141.65,1141.65,1141.65,1141.65,1146.85,1,6.84,1800,600,26-JUL-2017,
FUTSTK,AUROPHARMA,27-Jul-2017,0,XX,751.55,754.85,743.65,747.95,747.95,7197,43087.83,5809600,-2567200,26-JUL-2017,
FUTSTK,AUROPHARMA,31-Aug-2017,0,XX,753.3,760,748.8,752.45,752.45,5288,31842.78,5939200,2521600,26-JUL-2017,
FUTSTK,AUROPHARMA,28-Sep-2017,0,XX,757.75,757.95,753,757.95,756.2,21,126.95,56000,-7200,26-JUL-2017,
FUTSTK,AXISBANK,27-Jul-2017,0,XX,538.75,543.9,524.75,529.45,529.45,26991,172633.49,16082400,-5944800,26-JUL-2017,
FUTSTK,AXISBANK,31-Aug-2017,0,XX,541.4,546.5,528.45,532.55,532.55,14086,90588.7,21603600,6265200,26-JUL-2017,
FUTSTK,AXISBANK,28-Sep-2017,0,XX,544,546.7,532,534.8,534.8,53,342.96,177600,8400,26-JUL-2017,
FUTSTK,BAJAJ-AUTO,27-Jul-2017,0,XX,2848.85,2852.45,2830,2843.65,2843.65,2467,17524.18,704750,-167750,26-JUL-2017,
FUTSTK,BAJAJ-AUTO,31-Aug-2017,0,XX,2857.5,2870,2846.5,2861.3,2861.3,1657,11840.16,503250,171000,26-JUL-2017,
FUTSTK,BAJAJ-AUTO,28-Sep-2017,0,XX,0,0,0,2890,2873.55,0,0,750,0,26-JUL-2017,
FUTSTK,BAJAJFINSV,27-Jul-2017,0,XX,4950,5006.65,4927,4965.35,4965.35,2074,12875.47,209625,-104375,26-JUL-2017,
FUTSTK,BAJAJFINSV,31-Aug-2017,0,XX,4999.95,5035.5,4960,5000.6,5000.6,1436,8968.98,210750,102375,26-JUL-2017,
FUTSTK,BAJAJFINSV,28-Sep-2017,0,XX,0,0,0,4166.25,5011.55,0,0,0,0,26-JUL-2017,
FUTSTK,BAJFINANCE,27-Jul-2017,0,XX,1632.35,1691.8,1628.7,1685.15,1685.15,8989,74725.74,1426500,-686000,26-JUL-2017,
FUTSTK,BAJFINANCE,31-Aug-2017,0,XX,1641.95,1700,1638,1694.85,1694.85,5267,43999.59,2064000,931000,26-JUL-2017,
FUTSTK,BAJFINANCE,28-Sep-2017,0,XX,1660.95,1708.7,1660,1701.95,1701.95,23,192.97,10000,4000,26-JUL-2017,
FUTSTK,BALKRISIND,27-Jul-2017,0,XX,1674,1675.95,1610,1621.75,1621.75,1148,7539.76,315600,-50000,26-JUL-2017,
FUTSTK,BALKRISIND,31-Aug-2017,0,XX,1689,1689,1625,1632.5,1632.5,799,5270.33,299600,139200,26-JUL-2017,
FUTSTK,BALKRISIND,28-Sep-2017,0,XX,1643.55,1643.55,1643.55,1643.55,1643.55,1,6.57,1200,400,26-JUL-2017,
FUTSTK,BALRAMCHIN,27-Jul-2017,0,XX,160.25,161.9,159.25,159.85,159.85,1481,8325.14,7553000,-2089500,26-JUL-2017,
FUTSTK,BALRAMCHIN,31-Aug-2017,0,XX,161.8,162.5,159.65,160.4,160.4,1299,7329.02,5810000,2800000,26-JUL-2017,
FUTSTK,BALRAMCHIN,28-Sep-2017,0,XX,161.95,161.95,161.95,161.95,161.7,1,5.66,119000,3500,26-JUL-2017,
FUTSTK,BANKBARODA,27-Jul-2017,0,XX,165.75,166.85,163.5,163.85,163.85,8091,46826.89,24223500,-10402000,26-JUL-2017,
FUTSTK,BANKBARODA,31-Aug-2017,0,XX,166.45,167.9,164.5,164.9,164.9,5920,34449.13,29865500,10811500,26-JUL-2017,
FUTSTK,BANKBARODA,28-Sep-2017,0,XX,167,168.3,165.5,165.6,165.6,21,122.63,98000,14000,26-JUL-2017,
FUTSTK,BANKINDIA,27-Jul-2017,0,XX,164,164.3,159.7,161.2,161.2,3795,36857.23,8796000,-4242000,26-JUL-2017,
FUTSTK,BANKINDIA,31-Aug-2017,0,XX,163.9,165,160.2,161.6,161.6,2064,20080.43,12630000,3546000,26-JUL-2017,
FUTSTK,BANKINDIA,28-Sep-2017,0,XX,164,164,160.65,160.65,162.45,13,126.52,378000,24000,26-JUL-2017,
FUTSTK,BATAINDIA,27-Jul-2017,0,XX,584.45,590.8,584.45,586.1,586.1,2162,13975,2169200,-1058200,26-JUL-2017,
FUTSTK,BATAINDIA,31-Aug-2017,0,XX,589.7,594.8,588.05,589.7,589.7,1131,7353.09,2233000,722700,26-JUL-2017,
FUTSTK,BATAINDIA,28-Sep-2017,0,XX,0,0,0,538.45,590.95,0,0,0,0,26-JUL-2017,
FUTSTK,BEL,27-Jul-2017,0,XX,172.55,176,172.35,175.7,175.7,2316,18189.29,12568500,-3568500,26-JUL-2017,
FUTSTK,BEL,31-Aug-2017,0,XX,173.75,177.05,173.5,176.65,176.65,1667,13160.92,11335500,3186000,26-JUL-2017,
FUTSTK,BEL,28-Sep-2017,0,XX,176.4,177,176.4,177,177,2,15.9,9000,4500,26-JUL-2017,
FUTSTK,BEML,27-Jul-2017,0,XX,1651.75,1677.7,1642.05,1658.75,1658.75,4503,44926.58,881400,-688200,26-JUL-2017,
FUTSTK,BEML,31-Aug-2017,0,XX,1647.2,1689.6,1647.2,1670.7,1670.7,2154,21631.05,1552200,580200,26-JUL-2017,
FUTSTK,BEML,28-Sep-2017,0,XX,0,0,0,1577.9,1677.4,0,0,1200,0,26-JUL-2017,
FUTSTK,BERGEPAINT,27-Jul-2017,0,XX,251,254.95,251,254.3,254.3,192,1071.13,684200,-147400,26-JUL-2017,
FUTSTK,BERGEPAINT,31-Aug-2017,0,XX,253.45,256.4,253.2,255.75,255.75,169,949.18,550000,173800,26-JUL-2017,
FUTSTK,BERGEPAINT,28-Sep-2017,0,XX,0,0,0,242.85,258.3,0,0,0,0,26-JUL-2017,
FUTSTK,BHARATFIN,27-Jul-2017,0,XX,794.35,814.85,771,790.6,790.6,25260,202025.75,5776000,-2144000,26-JUL-2017,
FUTSTK,BHARATFIN,31-Aug-2017,0,XX,799.85,820.05,780.1,796.4,796.4,11295,90843.8,9163000,3395000,26-JUL-2017,
FUTSTK,BHARATFIN,28-Sep-2017,0,XX,801.45,818.5,794.8,808.5,798.7,25,201.91,20000,9000,26-JUL-2017,
FUTSTK,BHARATFORG,27-Jul-2017,0,XX,1125.45,1148,1123.75,1141.3,1141.3,4035,27543.47,2332200,-673800,26-JUL-2017,
FUTSTK,BHARATFORG,31-Aug-2017,0,XX,1127,1150.1,1126.25,1143.6,1143.6,3253,22260.76,3907800,981000,26-JUL-2017,
FUTSTK,BHARATFORG,28-Sep-2017,0,XX,0,0,0,1092.8,1151.45,0,0,0,0,26-JUL-2017,
FUTSTK,BHARTIARTL,27-Jul-2017,0,XX,428.65,430,421.55,426.9,426.9,10638,76993.72,11444400,-8355500,26-JUL-2017,
FUTSTK,BHARTIARTL,31-Aug-2017,0,XX,427,430.65,423.7,429.2,429.2,8335,60608.67,26273500,9625400,26-JUL-2017,
FUTSTK,BHARTIARTL,28-Sep-2017,0,XX,425.2,430.9,425.2,429.45,429.45,31,225.91,127500,23800,26-JUL-2017,
FUTSTK,BHEL,27-Jul-2017,0,XX,146.05,147.15,143.5,144.1,144.1,3560,25895.03,14405000,-5290000,26-JUL-2017,
FUTSTK,BHEL,31-Aug-2017,0,XX,146.15,147.2,143.65,144.25,144.25,2580,18781.36,17910000,6550000,26-JUL-2017,
FUTSTK,BHEL,28-Sep-2017,0,XX,147.3,147.9,144.9,144.9,145.55,23,168.98,155000,75000,26-JUL-2017,
FUTSTK,BIOCON,27-Jul-2017,0,XX,405.05,408,398.25,404.7,404.7,4151,30178.28,5216400,-1006200,26-JUL-2017,
FUTSTK,BIOCON,31-Aug-2017,0,XX,406.35,410.15,400.5,406.9,406.9,2113,15458.49,6330600,1409400,26-JUL-2017,
FUTSTK,BIOCON,28-Sep-2017,0,XX,411,411.25,408.5,408.5,408,4,29.55,46800,5400,26-JUL-2017,
FUTSTK,BOSCHLTD,27-Jul-2017,0,XX,24498.95,24498.95,23968.3,24294.4,24294.4,1772,10766.25,33050,-29700,26-JUL-2017,
FUTSTK,BOSCHLTD,31-Aug-2017,0,XX,24201.15,24563.45,24110,24427.05,24427.05,1529,9345.06,50275,26675,26-JUL-2017,
FUTSTK,BOSCHLTD,28-Sep-2017,0,XX,0,0,0,23646.65,24555.15,0,0,0,0,26-JUL-2017,
FUTSTK,BPCL,27-Jul-2017,0,XX,467.15,472.9,467.15,471.95,471.95,3364,28494.22,6633000,-3020400,26-JUL-2017,
FUTSTK,BPCL,31-Aug-2017,0,XX,471.05,475.5,469.15,474.85,474.85,2207,18787.56,6624000,2251800,26-JUL-2017,
FUTSTK,BPCL,28-Sep-2017,0,XX,471.9,476.5,471.9,476.5,476.5,6,51.24,19800,1800,26-JUL-2017,
FUTSTK,BRITANNIA,27-Jul-2017,0,XX,3860,3861.95,3840.4,3847.05,3847.05,732,5637.17,173400,-53000,26-JUL-2017,
FUTSTK,BRITANNIA,31-Aug-2017,0,XX,3850.75,3860.9,3841.2,3848.8,3848.8,415,3196.57,155200,38600,26-JUL-2017,
FUTSTK,BRITANNIA,28-Sep-2017,0,XX,0,0,0,3855,3894.2,0,0,200,0,26-JUL-2017,
FUTSTK,CADILAHC,27-Jul-2017,0,XX,546.4,550.45,536.75,548.65,548.65,1783,15539.65,1480000,-1020800,26-JUL-2017,
FUTSTK,CADILAHC,31-Aug-2017,0,XX,550,553.8,540.5,552.25,552.25,614,5376.42,1321600,345600,26-JUL-2017,
FUTSTK,CADILAHC,28-Sep-2017,0,XX,0,0,0,529.55,555,0,0,0,0,26-JUL-2017,
FUTSTK,CANBK,27-Jul-2017,0,XX,358.05,360.9,356.15,358.15,358.15,4801,53132.07,6744708,-1871988,26-JUL-2017,
FUTSTK,CANBK,31-Aug-2017,0,XX,359,361.15,357,358.75,358.75,2095,23213.93,7944384,1748628,26-JUL-2017,
FUTSTK,CANBK,28-Sep-2017,0,XX,359.95,360,357.1,357.55,357.55,7,77.42,74016,12336,26-JUL-2017,
FUTSTK,CANFINHOME,27-Jul-2017,0,XX,3088.6,3096.25,3035,3047,3047,1031,7907.52,247500,-104750,26-JUL-2017,
FUTSTK,CANFINHOME,31-Aug-2017,0,XX,3110.8,3125,3062,3071.5,3071.5,815,6299.85,339750,106500,26-JUL-2017,
FUTSTK,CANFINHOME,28-Sep-2017,0,XX,0,0,0,3246.5,3084.05,0,0,0,0,26-JUL-2017,
FUTSTK,CAPF,27-Jul-2017,0,XX,762.9,774.5,718.9,767.2,767.2,2818,17238.62,1484800,-812800,26-JUL-2017,
FUTSTK,CAPF,31-Aug-2017,0,XX,768,780.3,734.9,772.65,772.65,1790,11046.34,1866400,864800,26-JUL-2017,
FUTSTK,CAPF,28-Sep-2017,0,XX,765,765,765,765,777.55,1,6.12,1600,800,26-JUL-2017,
FUTSTK,CASTROLIND,27-Jul-2017,0,XX,411,411.95,408.15,408.55,408.55,2410,13813.25,5773600,-1577800,26-JUL-2017,
FUTSTK,CASTROLIND,31-Aug-2017,0,XX,412.3,414,410.25,410.7,410.7,2183,12572.24,6673800,1923600,26-JUL-2017,
FUTSTK,CASTROLIND,28-Sep-2017,0,XX,0,0,0,414.35,412.65,0,0,0,0,26-JUL-2017,
FUTSTK,CEATLTD,27-Jul-2017,0,XX,1884.95,1897.65,1871,1876.9,1876.9,3376,44531.71,797300,-280000,26-JUL-2017,
FUTSTK,CEATLTD,31-Aug-2017,0,XX,1880.05,1891.7,1870,1875.75,1875.75,1377,18119.13,750400,228900,26-JUL-2017,
FUTSTK,CEATLTD,28-Sep-2017,0,XX,0,0,0,1862,1895.15,0,0,700,0,26-JUL-2017,
FUTSTK,CENTURYTEX,27-Jul-2017,0,XX,1159.7,1192.4,1156.9,1187.3,1187.3,7613,49152.56,1661000,-1548250,26-JUL-2017,
FUTSTK,CENTURYTEX,31-Aug-2017,0,XX,1162.8,1194.3,1159.1,1189.3,1189.3,5337,34481.18,5894350,1546050,26-JUL-2017,
FUTSTK,CENTURYTEX,28-Sep-2017,0,XX,0,0,0,1181.35,1197.9,0,0,550,0,26-JUL-2017,
FUTSTK,CESC,27-Jul-2017,0,XX,894.65,904,893.9,898.75,898.75,2443,24171.68,2629000,-1381600,26-JUL-2017,
FUTSTK,CESC,31-Aug-2017,0,XX,901.2,910.45,901,905.45,905.45,1811,18047.33,4043600,1367300,26-JUL-2017,
FUTSTK,CESC,28-Sep-2017,0,XX,0,0,0,881.6,908.7,0,0,0,0,26-JUL-2017,
FUTSTK,CGPOWER,27-Jul-2017,0,XX,84.85,85.6,84.2,85,85,961,9806.4,9876000,-3744000,26-JUL-2017,
FUTSTK,CGPOWER,31-Aug-2017,0,XX,85.45,86.2,84.75,85.7,85.7,761,7817.26,9672000,3432000,26-JUL-2017,
FUTSTK,CGPOWER,28-Sep-2017,0,XX,0,0,0,82.2,85.9,0,0,0,0,26-JUL-2017,
FUTSTK,CHENNPETRO,27-Jul-2017,0,XX,399,399.3,387.8,389.15,389.15,702,4129.48,712500,-201000,26-JUL-2017,
FUTSTK,CHENNPETRO,31-Aug-2017,0,XX,379.05,379.7,371.2,372.6,372.6,541,3042.66,894000,306000,26-JUL-2017,
FUTSTK,CHENNPETRO,28-Sep-2017,0,XX,0,0,0,372.5,372.5,13,73.34,28500,-12000,26-JUL-2017,
FUTSTK,CHOLAFIN,27-Jul-2017,0,XX,1165.1,1167.95,1136.5,1144.75,1144.75,640,3678.91,299500,-106500,26-JUL-2017,
FUTSTK,CHOLAFIN,31-Aug-2017,0,XX,1171.7,1176.25,1145.65,1153.3,1153.3,398,2303.85,180000,85500,26-JUL-2017,
FUTSTK,CHOLAFIN,28-Sep-2017,0,XX,0,0,0,1150,1159.6,0,0,4000,0,26-JUL-2017,
FUTSTK,CIPLA,27-Jul-2017,0,XX,564,577.85,563.45,576.05,576.05,3913,22317.09,3188000,-1249000,26-JUL-2017,
FUTSTK,CIPLA,31-Aug-2017,0,XX,567.35,580.75,566.65,579,579,2177,12493.36,2940000,926000,26-JUL-2017,
FUTSTK,CIPLA,28-Sep-2017,0,XX,0,0,0,567.5,582,0,0,1000,0,26-JUL-2017,
FUTSTK,COALINDIA,27-Jul-2017,0,XX,258.6,262.25,257.85,260.6,260.6,6498,28735.2,11594000,-4251700,26-JUL-2017,
FUTSTK,COALINDIA,31-Aug-2017,0,XX,259.85,263.75,259.85,262.1,262.1,4763,21178.19,12719400,4346900,26-JUL-2017,
FUTSTK,COALINDIA,28-Sep-2017,0,XX,263.2,263.9,262,262.15,263.6,22,98.37,134300,30600,26-JUL-2017,
FUTSTK,COLPAL,27-Jul-2017,0,XX,1063.15,1073.25,1060.6,1064.95,1064.95,1177,8782.42,931000,-416500,26-JUL-2017,
FUTSTK,COLPAL,31-Aug-2017,0,XX,1070.5,1080.95,1068.3,1071.8,1071.8,965,7245.74,768600,422800,26-JUL-2017,
FUTSTK,COLPAL,28-Sep-2017,0,XX,0,0,0,1105.05,1077.8,0,0,0,0,26-JUL-2017,
FUTSTK,CONCOR,27-Jul-2017,0,XX,1163.7,1182,1163.7,1174.4,1174.4,515,3779.9,660625,-154375,26-JUL-2017,
FUTSTK,CONCOR,31-Aug-2017,0,XX,1177.65,1188.2,1175.15,1180.7,1180.7,378,2790.32,291250,115625,26-JUL-2017,
FUTSTK,CONCOR,28-Sep-2017,0,XX,0,0,0,1205,1186.3,0,0,1250,0,26-JUL-2017,
FUTSTK,CUMMINSIND,27-Jul-2017,0,XX,1003.9,1011.65,991.05,997.8,997.8,515,3089.17,238800,-28800,26-JUL-2017,
FUTSTK,CUMMINSIND,31-Aug-2017,0,XX,1002.25,1009.55,992.4,998.65,998.65,274,1645.64,163800,34200,26-JUL-2017,
FUTSTK,CUMMINSIND,28-Sep-2017,0,XX,0,0,0,922.55,1011.2,0,0,0,0,26-JUL-2017,
FUTSTK,DABUR,27-Jul-2017,0,XX,308.15,308.15,304.35,306.05,306.05,2695,20638.21,4985000,-4457500,26-JUL-2017,
FUTSTK,DABUR,31-Aug-2017,0,XX,309.5,309.85,306,307.95,307.95,2514,19355.83,11312500,2367500,26-JUL-2017,
FUTSTK,DABUR,28-Sep-2017,0,XX,0,0,0,294.65,309.75,0,0,0,0,26-JUL-2017,
